246,29,31,0.803921569,0.094771242,0.10130719,0.792319061,0.09501644,0.112664499
196,25,31,0.777777778,0.099206349,0.123015873,,,
162,19,27,0.778846154,0.091346154,0.129807692,,,
163,21,29,0.765258216,0.098591549,0.136150235,,,
105,14,21,0.75,0.1,0.15,,,
100,14,22,0.735294118,0.102941176,0.161764706,,,
124,14,21,0.779874214,0.088050314,0.132075472,,,
170,21,28,0.776255708,0.095890411,0.127853881,,,
228,29,33,0.786206897,0.1,0.113793103,,,
257,30,31,0.808176101,0.094339623,0.097484277,,,
243,26,26,0.823728814,0.088135593,0.088135593,,,
200,20,18,0.840336134,0.084033613,0.075630252,,,
177,15,15,0.855072464,0.072463768,0.072463768,,,
255,29,30,0.812101911,0.092356688,0.095541401,,,
233,28,32,0.795221843,0.09556314,0.109215017,,,
231,26,32,0.799307958,0.089965398,0.110726644,,,
232,28,32,0.794520548,0.095890411,0.109589041,,,
230,28,32,0.793103448,0.096551724,0.110344828,,,
229,27,32,0.795138889,0.09375,0.111111111,,,
230,29,33,0.787671233,0.099315068,0.113013699,,,
230,29,33,0.787671233,0.099315068,0.113013699,,,
230,29,33,0.787671233,0.099315068,0.113013699,,,
230,28,32,0.793103448,0.096551724,0.110344828,,,
230,27,32,0.795847751,0.093425606,0.110726644,,,
229,26,31,0.800699301,0.090909091,0.108391608,,,
231,29,33,0.788395904,0.098976109,0.112627986,,,
228,26,32,0.797202797,0.090909091,0.111888112,,,
229,28,34,0.786941581,0.096219931,0.116838488,,,
228,26,31,0.8,0.09122807,0.10877193,,,
228,26,32,0.797202797,0.090909091,0.111888112,,,
228,27,31,0.797202797,0.094405594,0.108391608,,,
228,27,32,0.794425087,0.094076655,0.111498258,,,
229,28,32,0.792387543,0.096885813,0.110726644,,,
227,27,33,0.790940767,0.094076655,0.114982578,,,
230,29,34,0.784982935,0.098976109,0.116040956,,,
228,28,32,0.791666667,0.097222222,0.111111111,,,
227,28,33,0.788194444,0.097222222,0.114583333,,,
227,29,34,0.782758621,0.1,0.117241379,,,
228,29,33,0.786206897,0.1,0.113793103,,,
226,27,32,0.792982456,0.094736842,0.112280702,,,
228,29,34,0.783505155,0.099656357,0.116838488,,,
228,29,33,0.786206897,0.1,0.113793103,,,
227,26,32,0.796491228,0.09122807,0.112280702,,,
227,28,33,0.788194444,0.097222222,0.114583333,,,
229,27,32,0.795138889,0.09375,0.111111111,,,
228,29,34,0.783505155,0.099656357,0.116838488,,,
228,29,34,0.783505155,0.099656357,0.116838488,,,
227,28,34,0.785467128,0.096885813,0.117647059,,,
227,29,34,0.782758621,0.1,0.117241379,,,
226,26,32,0.795774648,0.091549296,0.112676056,,,
247,30,34,0.794212219,0.096463023,0.109324759,,,
246,28,32,0.803921569,0.091503268,0.104575163,,,
246,29,33,0.798701299,0.094155844,0.107142857,,,
248,29,32,0.802588997,0.093851133,0.103559871,,,
245,28,32,0.803278689,0.091803279,0.104918033,,,